ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2000-03-19,308.9050327302857,139.03315470113458,356.49521173280095,308.9050327302857,308.9050327302857,-62.0122850072264,-62.0122850072264,-62.0122850072264,-17.07339137902728,-17.07339137902728,-17.07339137902728,-44.93889362819911,-44.93889362819911,-44.93889362819911,0.0,0.0,0.0,246.8927477230593
2000-03-20,308.91096212426373,157.6789281136426,377.33114332069033,308.91096212426373,308.91096212426373,-39.21373197370771,-39.21373197370771,-39.21373197370771,5.07604628263512,5.07604628263512,5.07604628263512,-44.28977825634282,-44.28977825634282,-44.28977825634282,0.0,0.0,0.0,269.69723015055604
2000-03-21,308.91689151824175,161.96418753237882,383.9933043044358,308.91689151824175,308.91689151824175,-34.863384360901726,-34.863384360901726,-34.863384360901726,8.71319477524419,8.71319477524419,8.71319477524419,-43.57657913614592,-43.57657913614592,-43.57657913614592,0.0,0.0,0.0,274.05350715734005
2000-03-22,308.9228209122198,167.16898825806388,382.0558281947887,308.9228209122198,308.9228209122198,-33.434621654794036,-33.434621654794036,-33.434621654794036,9.377970628168509,9.377970628168509,9.377970628168509,-42.812592282962534,-42.812592282962534,-42.812592282962534,0.0,0.0,0.0,275.4881992574257
2000-03-23,308.9287503061978,164.78730810764065,383.5993528601709,308.9287503061978,308.9287503061978,-34.125748736612834,-34.125748736612834,-34.125748736612834,7.886106359999795,7.886106359999795,7.886106359999795,-42.01185509661263,-42.01185509661263,-42.01185509661263,0.0,0.0,0.0,274.803001569585
2000-03-24,308.9346797001758,164.54773949031656,382.1883908884759,308.9346797001758,308.9346797001758,-39.91912085949593,-39.91912085949593,-39.91912085949593,1.2695676507919018,1.2695676507919018,1.2695676507919018,-41.18868851028783,-41.18868851028783,-41.18868851028783,0.0,0.0,0.0,269.0155588406799
2000-03-25,308.94060909415384,141.24467883459383,364.4083967111524,308.94060909415384,308.94060909415384,-55.60672696745236,-55.60672696745236,-55.60672696745236,-15.249494317808448,-15.249494317808448,-15.249494317808448,-40.35723264964392,-40.35723264964392,-40.35723264964392,0.0,0.0,0.0,253.3338821267015
2000-03-26,308.94653848813186,143.69947126429537,369.0143563328573,308.94653848813186,308.94653848813186,-56.604381473104084,-56.604381473104084,-56.604381473104084,-17.073391379014446,-17.073391379014446,-17.073391379014446,-39.53099009408963,-39.53099009408963,-39.53099009408963,0.0,0.0,0.0,252.3421570150278
2000-03-27,308.9524678821099,161.8931263824916,387.89000342515396,308.9524678821099,308.9524678821099,-33.646344258080866,-33.646344258080866,-33.646344258080866,5.076046282612491,5.076046282612491,5.076046282612491,-38.72239054069336,-38.72239054069336,-38.72239054069336,0.0,0.0,0.0,275.306123624029
2000-03-28,308.9583972760879,177.73400110903447,389.50680826415714,308.9583972760879,308.9583972760879,-29.229195196875338,-29.229195196875338,-29.229195196875338,8.713194775250127,8.713194775250127,8.713194775250127,-37.94238997212545,-37.94238997212545,-37.94238997212545,0.0,0.0,0.0,279.72920207921254
2000-03-29,308.96432667006593,172.36519562524748,382.79255064484687,308.96432667006593,308.96432667006593,-27.822145718467173,-27.822145718467173,-27.822145718467173,9.377970628165537,9.377970628165537,9.377970628165537,-37.20011634663271,-37.20011634663271,-37.20011634663271,0.0,0.0,0.0,281.14218095159873
2000-03-30,308.97025606404395,169.26389800551914,397.3187417001977,308.97025606404395,308.97025606404395,-28.616466033640865,-28.616466033640865,-28.616466033640865,7.886106360002871,7.886106360002871,7.886106360002871,-36.50257239364373,-36.50257239364373,-36.50257239364373,0.0,0.0,0.0,280.3537900304031
